Time (s)	Time since Epoch	Temperature (K)	H (Oe)
2045.12424947	1474052971.67	5.3973	-0.062
2045.26922787	1474052971.82	5.3973	-0.062
2045.4372304	1474052971.99	5.3984	-0.062
2045.58726819	1474052972.14	5.3984	-0.062
2045.7462871	1474052972.3	5.3984	-0.062
2045.92932037	1474052972.48	5.3997	-0.062
2046.11125269	1474052972.66	5.3997	-0.062
2046.26732485	1474052972.82	5.3997	-0.062
2046.42632821	1474052972.97	5.4011	-0.062
2046.57826405	1474052973.13	5.4011	-0.062
2046.72329718	1474052973.27	5.4011	-0.062
2046.93632569	1474052973.48	5.4011	-0.062
2047.13831829	1474052973.69	5.4018	-0.062
2047.30629624	1474052973.86	5.4018	-0.062
2047.45937594	1474052974.01	5.4034	-0.062
2047.62432629	1474052974.17	5.4034	-0.062
2047.77431152	1474052974.32	5.4034	-0.062
2047.91335071	1474052974.46	5.4034	-0.062
2048.06535279	1474052974.61	5.4017	-0.062
2048.27026942	1474052974.82	5.4017	-0.062
2048.42342998	1474052974.97	5.4017	-0.062
2048.57046722	1474052975.12	5.4023	-0.062
2048.73303062	1474052975.28	5.4023	-0.062
2048.9114934	1474052975.46	5.4023	-0.062
2049.089513	1474052975.64	5.4037	-0.062
2049.23248575	1474052975.78	5.4037	-0.062
2049.41167378	1474052975.96	5.4037	-0.062
2049.58150376	1474052976.13	5.4047	-0.062
2049.72154189	1474052976.27	5.4047	-0.062
2049.86153648	1474052976.41	5.4047	-0.062
2050.03559733	1474052976.58	5.4047	-0.062
2050.20452104	1474052976.75	5.405	-0.062
2050.38953788	1474052976.94	5.405	-0.062
2050.55152158	1474052977.1	5.405	-0.062
2050.73273766	1474052977.28	5.4061	-0.062
2050.90955461	1474052977.46	5.4061	-0.062
2051.05058111	1474052977.6	5.4061	-0.062
2051.25358384	1474052977.8	5.4071	-0.062
2051.44559761	1474052977.99	5.4071	-0.062
2051.593589	1474052978.14	5.4071	-0.062
2051.7416006	1474052978.29	5.4075	-0.062
2051.90692913	1474052978.45	5.4075	-0.062
2052.06759573	1474052978.62	5.4075	-0.062
2052.21060673	1474052978.76	5.4075	-0.062
2052.42452844	1474052978.97	5.4081	-0.062
2052.59386113	1474052979.14	5.4081	-0.062
2052.77163783	1474052979.32	5.4081	-0.062
2052.9326596	1474052979.48	5.411	-0.062
2053.07658152	1474052979.62	5.411	-0.062
2053.2264834	1474052979.78	5.411	-0.062
2053.37163472	1474052979.92	5.4133	-0.062
2053.51159976	1474052980.06	5.4133	-0.062
2053.68762895	1474052980.24	5.4133	-0.062
2053.85766232	1474052980.41	5.414	-0.062
2054.0176612	1474052980.57	5.414	-0.062
2054.16968038	1474052980.72	5.414	-0.062
2054.31766555	1474052980.87	5.414	-0.062
2054.4766599	1474052981.03	5.4131	-0.062
2054.67367894	1474052981.22	5.4131	-0.062
2054.82367692	1474052981.37	5.4131	-0.062
2054.97275029	1474052981.52	5.4132	-0.062
2055.12868996	1474052981.68	5.4132	-0.062
2055.29670773	1474052981.85	5.4132	-0.062
2055.51863837	1474052982.07	5.4161	-0.062
2055.72286893	1474052982.27	5.4161	-0.062
2055.88175971	1474052982.43	5.4161	-0.062
2056.03178195	1474052982.58	5.4161	-0.062
2056.18670621	1474052982.73	5.4161	-0.062
2056.35277585	1474052982.9	5.4161	-0.062
2056.56481195	1474052983.11	5.4172	-0.062
2056.70776666	1474052983.26	5.4172	-0.062
2056.8718375	1474052983.42	5.4172	-0.062
2057.04781288	1474052983.6	5.4193	-0.062
2057.19281305	1474052983.74	5.4193	-0.062
2057.35578542	1474052983.9	5.4193	-0.062
2057.52262697	1474052984.07	5.4193	-0.062
2057.72882432	1474052984.28	5.4191	-0.062
2057.87482467	1474052984.42	5.4191	-0.062
2058.03898041	1474052984.59	5.4191	-0.062
2058.18844378	1474052984.74	5.419	-0.062
2058.37083482	1474052984.92	5.419	-0.062
2058.51185385	1474052985.06	5.419	-0.062
2058.73305861	1474052985.28	5.4207	-0.062
2058.93188831	1474052985.48	5.4207	-0.062
2059.08790014	1474052985.64	5.4207	-0.062
2059.23989102	1474052985.79	5.4223	-0.062
2059.41142187	1474052985.96	5.4223	-0.062
2059.57187761	1474052986.12	5.4223	-0.062
2059.78594238	1474052986.33	5.4216	-0.062
2059.98161572	1474052986.53	5.4216	-0.062
2060.1279193	1474052986.68	5.4216	-0.062
2060.28595234	1474052986.83	5.4224	-0.062
2060.42991096	1474052986.98	5.4224	-0.062
2060.5858836	1474052987.13	5.4224	-0.062
2060.81600138	1474052987.36	5.4224	-0.062
2060.97794651	1474052987.53	5.4246	-0.062
2061.13492027	1474052987.68	5.4246	-0.062
2061.31101819	1474052987.86	5.4264	-0.062
2061.49198236	1474052988.04	5.4264	-0.062
2061.63897512	1474052988.19	5.4264	-0.062
2061.78942188	1474052988.34	5.4264	-0.062
2062.01961585	1474052988.57	5.4279	-0.062
2062.17300686	1474052988.72	5.4279	-0.062
2062.31604057	1474052988.86	5.4279	-0.062
2062.46200889	1474052989.01	5.4269	-0.062
2062.64298145	1474052989.19	5.4269	-0.062
2062.78402257	1474052989.33	5.4269	-0.062
2062.99103163	1474052989.54	5.4274	-0.062
2063.18307805	1474052989.73	5.4274	-0.062
2063.33104892	1474052989.88	5.4274	-0.062
2063.49193229	1474052990.04	5.4288	-0.062
2063.64010873	1474052990.19	5.4288	-0.062
2063.83561661	1474052990.38	5.4288	-0.062
2064.05600437	1474052990.6	5.4298	-0.062
2064.23912845	1474052990.79	5.4298	-0.062
2064.38404931	1474052990.93	5.4298	-0.062
2064.54906684	1474052991.1	5.431	-0.062
2064.701142	1474052991.25	5.431	-0.062
2064.84208359	1474052991.39	5.431	-0.062
2064.98839339	1474052991.54	5.431	-0.062
2065.19113923	1474052991.74	5.4313	-0.062
2065.3581226	1474052991.91	5.4313	-0.062
2065.50410585	1474052992.05	5.4313	-0.062
2065.66681854	1474052992.21	5.4331	-0.062
2065.8431665	1474052992.39	5.4331	-0.062
2065.98818036	1474052992.54	5.4331	-0.062
2066.18322018	1474052992.73	5.4312	-0.062
2066.38853117	1474052992.94	5.4312	-0.062
2066.5531842	1474052993.1	5.4312	-0.062
2066.7011958	1474052993.25	5.4317	-0.062
2066.85515098	1474052993.4	5.4317	-0.062
2067.02315195	1474052993.57	5.4317	-0.062
2067.22618795	1474052993.77	5.4341	-0.062
2067.38221875	1474052993.93	5.4341	-0.062
2067.57821024	1474052994.13	5.4341	-0.062
2067.77124472	1474052994.32	5.4343	-0.062
2067.91223048	1474052994.46	5.4343	-0.062
2068.07023335	1474052994.62	5.4343	-0.062
2068.28730053	1474052994.84	5.4352	-0.062
2068.45024616	1474052995.0	5.4352	-0.062
2068.59228372	1474052995.14	5.4352	-0.062
2068.77322177	1474052995.32	5.4366	-0.062
2068.92520581	1474052995.47	5.4366	-0.062
2069.09330319	1474052995.64	5.4366	-0.062
2069.2342566	1474052995.78	5.4366	-0.062
2069.40126516	1474052995.95	5.4368	-0.062
2069.59325965	1474052996.14	5.4368	-0.062
2069.7532831	1474052996.3	5.4368	-0.062
2069.91822474	1474052996.47	5.4398	-0.062
2070.12448988	1474052996.67	5.4398	-0.062
2070.29030388	1474052996.84	5.4398	-0.062
2070.43434585	1474052996.98	5.4408	-0.062
2070.59826741	1474052997.15	5.4408	-0.062
2070.76834183	1474052997.32	5.4408	-0.062
2070.91932817	1474052997.47	5.4401	-0.062
2071.07736432	1474052997.62	5.4401	-0.062
2071.22633132	1474052997.77	5.4401	-0.062
2071.39595666	1474052997.94	5.4401	-0.062
2071.61837837	1474052998.17	5.4421	-0.062
2071.78894604	1474052998.34	5.4421	-0.062
2071.97348052	1474052998.52	5.4426	-0.062
2072.13441676	1474052998.68	5.4426	-0.062
2072.30040337	1474052998.85	5.4426	-0.062
2072.46034565	1474052999.01	5.4426	-0.062
2072.69345527	1474052999.24	5.444	-0.062
2072.84339104	1474052999.39	5.444	-0.062
2072.9874013	1474052999.54	5.444	-0.062
2073.17352779	1474052999.72	5.4458	-0.062
2073.33445346	1474052999.88	5.4458	-0.062
2073.47843914	1474053000.03	5.4458	-0.062
2073.62540143	1474053000.17	5.4458	-0.062
2073.83855807	1474053000.39	5.4448	-0.062
2074.01747242	1474053000.57	5.4448	-0.062
2074.18047341	1474053000.73	5.4448	-0.062
2074.33042909	1474053000.88	5.4468	-0.062
2074.50144834	1474053001.05	5.4468	-0.062
2074.64445809	1474053001.19	5.4468	-0.062
2074.79949307	1474053001.35	5.4487	-0.062
2074.9908416	1474053001.54	5.4487	-0.062
2075.17552287	1474053001.72	5.4487	-0.062
2075.33253147	1474053001.88	5.4482	-0.062
2075.48553559	1474053002.03	5.4482	-0.062
2075.63450851	1474053002.18	5.4482	-0.062
2075.78749429	1474053002.34	5.4482	-0.062
2076.01054982	1474053002.56	5.4508	-0.062
2076.16021036	1474053002.71	5.4508	-0.062
2076.33689732	1474053002.88	5.4508	-0.062
2076.50357715	1474053003.05	5.45	-0.062
2076.65256437	1474053003.2	5.45	-0.062
2076.81156991	1474053003.36	5.45	-0.062
2076.96092691	1474053003.51	5.4522	-0.062
2077.16963062	1474053003.72	5.4522	-0.062
2077.31562476	1474053003.86	5.4522	-0.062
2077.48954877	1474053004.04	5.4524	-0.062
2077.69962897	1474053004.25	5.4524	-0.062
2077.84263686	1474053004.39	5.4524	-0.062
2078.0116206	1474053004.56	5.4522	-0.062
2078.16992421	1474053004.72	5.4522	-0.062
2078.33161339	1474053004.88	5.4522	-0.062
2078.49863408	1474053005.05	5.4522	-0.062
2078.6576278	1474053005.2	5.4541	-0.062
2078.83193341	1474053005.38	5.4541	-0.062
2078.99167291	1474053005.54	5.4541	-0.062
2079.18867143	1474053005.74	5.4531	-0.062
2079.36001536	1474053005.91	5.4531	-0.062
2079.50764693	1474053006.06	5.4531	-0.062
2079.65066259	1474053006.2	5.4547	-0.062
2079.83771463	1474053006.38	5.4547	-0.062
2080.01268796	1474053006.56	5.4547	-0.062
2080.16975844	1474053006.72	5.457	-0.062
2080.36961445	1474053006.92	5.457	-0.062
2080.52652757	1474053007.07	5.457	-0.062
2080.72589157	1474053007.27	5.4586	-0.062
2080.91974429	1474053007.47	5.4586	-0.062
2081.0677475	1474053007.62	5.4586	-0.062
2081.23218625	1474053007.78	5.4593	-0.062
2081.44576741	1474053007.99	5.4593	-0.062
2081.62677201	1474053008.17	5.4593	-0.062
2081.80037196	1474053008.35	5.4594	-0.062
2081.98429874	1474053008.53	5.4594	-0.062
2082.14180182	1474053008.69	5.4594	-0.062
2082.31081168	1474053008.86	5.4598	-0.062
2082.49873235	1474053009.05	5.4598	-0.062
2082.65876669	1474053009.21	5.4598	-0.062
2082.81578741	1474053009.36	5.4618	-0.062
2082.95783555	1474053009.51	5.4618	-0.062
2083.10400851	1474053009.65	5.4618	-0.062
2083.25283992	1474053009.8	5.4618	-0.062
2083.45281224	1474053010.0	5.4612	-0.062
2083.61782634	1474053010.16	5.4612	-0.062
2083.78853241	1474053010.34	5.4612	-0.062
2083.96890008	1474053010.52	5.4623	-0.062
2084.12386228	1474053010.67	5.4623	-0.062
2084.29995397	1474053010.85	5.4623	-0.062
2084.45925496	1474053011.01	5.4633	-0.062
2084.65787629	1474053011.2	5.4633	-0.062
2084.79878833	1474053011.35	5.4633	-0.062
2084.94983221	1474053011.5	5.4651	-0.062
2085.10106798	1474053011.65	5.4651	-0.062
2085.25386436	1474053011.8	5.4651	-0.062
2085.46282776	1474053012.01	5.4651	-0.062
2085.65741601	1474053012.2	5.4658	-0.062
2085.81982049	1474053012.37	5.4658	-0.062
2085.97686018	1474053012.52	5.467	-0.062
2086.11580949	1474053012.66	5.467	-0.062
2086.2832292	1474053012.83	5.467	-0.062
2086.42184667	1474053012.97	5.467	-0.062
2086.57287997	1474053013.12	5.4674	-0.062
2086.79738789	1474053013.34	5.4674	-0.062
2086.95393838	1474053013.5	5.4674	-0.062
2087.11090281	1474053013.66	5.4688	-0.062
2087.24987824	1474053013.8	5.4688	-0.062
2087.44088406	1474053013.99	5.4688	-0.062
2087.60532902	1474053014.15	5.4668	-0.062
2087.77987877	1474053014.33	5.4668	-0.062
2087.95390106	1474053014.5	5.4668	-0.062
2088.15275844	1474053014.7	5.4683	-0.062
2088.29592711	1474053014.84	5.4683	-0.062
2088.44391788	1474053014.99	5.4683	-0.062
2088.58292317	1474053015.13	5.4683	-0.062
2088.82380505	1474053015.37	5.469	-0.062
2088.99201066	1474053015.54	5.469	-0.062
2089.16497336	1474053015.71	5.469	-0.062
2089.32294389	1474053015.87	5.4704	-0.062
2089.48801304	1474053016.04	5.4704	-0.062
2089.64201393	1474053016.19	5.4704	-0.062
2089.87600088	1474053016.42	5.4717	-0.062
2090.05584638	1474053016.6	5.4717	-0.062
2090.23800977	1474053016.79	5.472	-0.062
2090.3790655	1474053016.93	5.472	-0.062
2090.51797687	1474053017.07	5.472	-0.062
2090.69630343	1474053017.24	5.472	-0.062
2090.83902271	1474053017.39	5.4732	-0.062
2090.98006475	1474053017.53	5.4732	-0.062
2091.12003353	1474053017.67	5.4732	-0.062
2091.30341294	1474053017.85	5.4725	-0.062
2091.48605434	1474053018.03	5.4725	-0.062
2091.63007361	1474053018.18	5.4725	-0.062
2091.76910223	1474053018.32	5.4725	-0.062
2091.94629301	1474053018.49	5.4753	-0.062
2092.12207557	1474053018.67	5.4753	-0.062
2092.26614024	1474053018.81	5.4753	-0.062
2092.43393222	1474053018.98	5.4784	-0.062
2092.63011653	1474053019.18	5.4784	-0.062
2092.79407541	1474053019.34	5.4784	-0.062
2092.96012484	1474053019.51	5.4783	-0.062
2093.11409556	1474053019.66	5.4783	-0.062
2093.29411801	1474053019.84	5.4783	-0.062
2093.4381379	1474053019.98	5.478	-0.062
2093.57716092	1474053020.12	5.478	-0.062
2093.74215419	1474053020.29	5.478	-0.062
2093.89702309	1474053020.44	5.478	-0.062
2094.04612973	1474053020.59	5.4802	-0.062
2094.23418258	1474053020.78	5.4802	-0.062
2094.3860814	1474053020.93	5.4802	-0.062
2094.5439891	1474053021.09	5.4799	-0.062
2094.69021804	1474053021.24	5.4799	-0.062
2094.82919534	1474053021.38	5.4799	-0.062
2094.98717582	1474053021.53	5.4799	-0.062
2095.21722175	1474053021.76	5.4821	-0.062
2095.35926429	1474053021.91	5.4821	-0.062
2095.50220594	1474053022.05	5.4821	-0.062
2095.66387428	1474053022.21	5.4818	-0.062
2095.83132882	1474053022.38	5.4818	-0.062
2095.97020753	1474053022.52	5.4818	-0.062
2096.12725531	1474053022.67	5.4838	-0.062
2096.36050426	1474053022.91	5.4838	-0.062
2096.49927847	1474053023.05	5.4838	-0.062
2096.64623858	1474053023.19	5.4856	-0.062
2096.80927969	1474053023.36	5.4856	-0.062
2096.96228475	1474053023.51	5.4856	-0.062
2097.1192725	1474053023.67	5.4856	-0.062
2097.34430384	1474053023.89	5.4842	-0.062
2097.49925048	1474053024.05	5.4842	-0.062
2097.6593097	1474053024.21	5.4842	-0.062
2097.84232026	1474053024.39	5.487	-0.062
2097.98529394	1474053024.53	5.487	-0.062
2098.15451062	1474053024.7	5.487	-0.062
2098.31339083	1474053024.86	5.486	-0.062
2098.4993528	1474053025.05	5.486	-0.062
2098.64635085	1474053025.19	5.486	-0.062
2098.80637026	1474053025.35	5.4869	-0.062
2098.95483531	1474053025.5	5.4869	-0.062
2099.10835881	1474053025.65	5.4869	-0.062
2099.26236592	1474053025.81	5.4869	-0.062
2099.45565635	1474053026.0	5.4898	-0.062
2099.63034512	1474053026.18	5.4898	-0.062
2099.76939644	1474053026.32	5.4898	-0.062
2099.91441278	1474053026.46	5.4896	-0.062
2100.09848728	1474053026.64	5.4896	-0.062
2100.27743927	1474053026.82	5.4896	-0.062
2100.43941395	1474053026.99	5.489	-0.062
2100.63360411	1474053027.18	5.489	-0.062
2100.81269232	1474053027.36	5.489	-0.062
2100.98138869	1474053027.53	5.4914	-0.062
2101.1634622	1474053027.71	5.4914	-0.062
2101.31940437	1474053027.87	5.4914	-0.062
2101.49352649	1474053028.04	5.4914	-0.062
2101.64046171	1474053028.19	5.4914	-0.062
2101.85747012	1474053028.4	5.4927	-0.062
2102.053614	1474053028.6	5.4927	-0.062
2102.22248578	1474053028.77	5.4941	-0.062
2102.37148668	1474053028.92	5.4941	-0.062
2102.5174889	1474053029.06	5.4941	-0.062
2102.69323663	1474053029.24	5.4934	-0.062
2102.85449445	1474053029.4	5.4934	-0.062
2103.01247772	1474053029.56	5.4934	-0.062
2103.21847323	1474053029.77	5.4945	-0.062
2103.37570761	1474053029.92	5.4945	-0.062
2103.54952805	1474053030.1	5.4945	-0.062
2103.71253744	1474053030.26	5.4955	-0.062
2103.8735592	1474053030.42	5.4955	-0.062
2104.02439813	1474053030.57	5.4955	-0.062
2104.17654918	1474053030.72	5.4955	-0.062
2104.37055119	1474053030.92	5.4972	-0.062
2104.53351765	1474053031.08	5.4972	-0.062
2104.68755182	1474053031.23	5.4972	-0.062
2104.87860086	1474053031.42	5.4987	-0.062
2105.02755823	1474053031.57	5.4987	-0.062
2105.18684771	1474053031.73	5.4987	-0.062
2105.35659714	1474053031.9	5.4971	-0.062
2105.50264196	1474053032.05	5.4971	-0.062
2105.69181162	1474053032.24	5.4971	-0.062
2105.85302279	1474053032.4	5.4987	-0.062
2106.02964879	1474053032.58	5.4987	-0.062
2106.17864751	1474053032.72	5.4987	-0.062
2106.40366765	1474053032.95	5.5005	-0.062
2106.56064608	1474053033.11	5.5005	-0.062
2106.70962366	1474053033.26	5.5005	-0.062
2106.8946492	1474053033.44	5.5019	-0.062
2107.08474036	1474053033.63	5.5019	-0.062
2107.24866844	1474053033.8	5.5019	-0.062
2107.45868427	1474053034.01	5.5017	-0.062
2107.61268579	1474053034.16	5.5017	-0.062
2107.78554928	1474053034.33	5.5017	-0.062
2107.96573252	1474053034.51	5.5023	-0.062
2108.10581916	1474053034.65	5.5023	-0.062
2108.27379463	1474053034.82	5.5023	-0.062
2108.42485593	1474053034.97	5.5023	-0.062
2108.56577637	1474053035.11	5.5034	-0.062
2108.76183162	1474053035.31	5.5034	-0.062
2108.90984042	1474053035.46	5.5034	-0.062
2109.08185644	1474053035.63	5.5047	-0.062
2109.23276938	1474053035.78	5.5047	-0.062
2109.37486479	1474053035.92	5.5047	-0.062
2109.59088577	1474053036.14	5.5046	-0.062
2109.77989899	1474053036.33	5.5046	-0.062
2109.94287976	1474053036.49	5.5046	-0.062
2110.10582974	1474053036.65	5.5054	-0.062
2110.27200077	1474053036.82	5.5054	-0.062
2110.42089936	1474053036.97	5.5054	-0.062
2110.57486572	1474053037.12	5.5054	-0.062
2110.78484579	1474053037.33	5.5066	-0.062
2110.94591483	1474053037.49	5.5066	-0.062
2111.0989286	1474053037.64	5.5066	-0.062
2111.24094688	1474053037.79	5.5067	-0.062
2111.4434604	1474053037.99	5.5067	-0.062
2111.60698916	1474053038.15	5.5067	-0.062
2111.76895513	1474053038.32	5.507	-0.062
2111.97393645	1474053038.52	5.507	-0.062
2112.15299106	1474053038.7	5.507	-0.062
2112.3070215	1474053038.85	5.5091	-0.062
2112.48800775	1474053039.03	5.5091	-0.062
2112.63877422	1474053039.18	5.5091	-0.062
2112.83804118	1474053039.38	5.5113	-0.062
2113.04202357	1474053039.59	5.5113	-0.062
2113.20198451	1474053039.75	5.5113	-0.062
2113.35634087	1474053039.9	5.5109	-0.062
2113.50905079	1474053040.06	5.5109	-0.062
2113.67305911	1474053040.22	5.5109	-0.062
2113.89003922	1474053040.44	5.5129	-0.062
2114.10205604	1474053040.65	5.5129	-0.062
2114.25004712	1474053040.8	5.5129	-0.062
2114.39908441	1474053040.94	5.5153	-0.062
2114.63603584	1474053041.18	5.5153	-0.062
2114.77709872	1474053041.32	5.5153	-0.062
2114.9500891	1474053041.5	5.5143	-0.062
2115.10904519	1474053041.65	5.5143	-0.062
2115.29106304	1474053041.84	5.5143	-0.062
2115.44108776	1474053041.99	5.5132	-0.062
2115.59809698	1474053042.14	5.5132	-0.062
2115.76307376	1474053042.31	5.5132	-0.062
2115.90806429	1474053042.45	5.5132	-0.062
2116.10516171	1474053042.65	5.5158	-0.062
2116.27109016	1474053042.82	5.5158	-0.062
2116.48868729	1474053043.03	5.5158	-0.062
2116.65216629	1474053043.2	5.5182	-0.062
2116.81712845	1474053043.36	5.5182	-0.062
2116.97013009	1474053043.52	5.5182	-0.062
2117.15617791	1474053043.7	5.5195	-0.062
2117.2981315	1474053043.84	5.5195	-0.062
2117.46316488	1474053044.01	5.5195	-0.062
2117.62971752	1474053044.17	5.5191	-0.062
2117.82316314	1474053044.37	5.5191	-0.062
2117.96315711	1474053044.51	5.5191	-0.062
2118.1441981	1474053044.69	5.5185	-0.062
2118.3058907	1474053044.85	5.5185	-0.062
2118.50021801	1474053045.05	5.5185	-0.062
2118.65922635	1474053045.2	5.5203	-0.062
2118.82196392	1474053045.37	5.5203	-0.062
2118.97624471	1474053045.52	5.5203	-0.062
2119.21027676	1474053045.76	5.5222	-0.062
2119.36525451	1474053045.91	5.5222	-0.062
2119.55867401	1474053046.1	5.5222	-0.062
2119.70225757	1474053046.25	5.5244	-0.062
2119.85528782	1474053046.4	5.5244	-0.062
2120.00227809	1474053046.55	5.5244	-0.062
2120.18303949	1474053046.73	5.5244	-0.062
2120.41030257	1474053046.96	5.523	-0.062
2120.56227946	1474053047.11	5.523	-0.062
2120.70482613	1474053047.25	5.523	-0.062
2120.89095699	1474053047.44	5.5245	-0.062
2121.03128341	1474053047.58	5.5245	-0.062
2121.19832121	1474053047.74	5.5245	-0.062
2121.37131128	1474053047.92	5.5266	-0.062
2121.57833931	1474053048.12	5.5266	-0.062
2121.75432371	1474053048.3	5.5266	-0.062
2121.91638982	1474053048.46	5.5256	-0.062
2122.09563353	1474053048.64	5.5256	-0.062
2122.2623852	1474053048.81	5.5256	-0.062
2122.4093817	1474053048.95	5.5263	-0.062
2122.55037056	1474053049.1	5.5263	-0.062
2122.72121502	1474053049.27	5.5263	-0.062
2122.89139146	1474053049.44	5.5276	-0.062
2123.0693868	1474053049.62	5.5276	-0.062
2123.24137917	1474053049.79	5.5276	-0.062
2123.47848268	1474053050.02	5.5283	-0.062
2123.63340632	1474053050.18	5.5283	-0.062
2123.77438647	1474053050.32	5.5283	-0.062
2123.97007691	1474053050.52	5.5298	-0.062
2124.13541166	1474053050.68	5.5298	-0.062
2124.28234626	1474053050.83	5.5298	-0.062
2124.42446686	1474053050.97	5.5298	-0.062
2124.59492693	1474053051.14	5.5305	-0.062
2124.77350602	1474053051.32	5.5305	-0.062
2124.95447952	1474053051.5	5.5305	-0.062
2125.10946007	1474053051.65	5.5328	-0.062
2125.2938773	1474053051.84	5.5328	-0.062
2125.43549781	1474053051.98	5.5328	-0.062
2125.63651323	1474053052.18	5.5306	-0.062
2125.82055508	1474053052.37	5.5306	-0.062
2125.97251921	1474053052.52	5.5306	-0.062
2126.13054198	1474053052.68	5.5324	-0.062
2126.28549889	1474053052.83	5.5324	-0.062
2126.44053698	1474053052.99	5.5324	-0.062
2126.58552564	1474053053.13	5.5324	-0.062
2126.80055918	1474053053.35	5.5327	-0.062
2126.98724797	1474053053.53	5.5327	-0.062
2127.17351722	1474053053.72	5.5336	-0.062
2127.32856898	1474053053.87	5.5336	-0.062
2127.46955007	1474053054.02	5.5336	-0.062
2127.63119913	1474053054.18	5.5336	-0.062
2127.86753322	1474053054.41	5.535	-0.062
2128.01258067	1474053054.56	5.535	-0.062
2128.16964742	1474053054.71	5.535	-0.062
2128.35465151	1474053054.9	5.5361	-0.062
2128.50260122	1474053055.05	5.5361	-0.062
2128.65764273	1474053055.2	5.5361	-0.062
2128.84261789	1474053055.39	5.537	-0.062
2129.06539042	1474053055.61	5.537	-0.062
2129.22865638	1474053055.77	5.537	-0.062
2129.36966514	1474053055.91	5.5384	-0.062
2129.55162017	1474053056.1	5.5384	-0.062
2129.70505503	1474053056.25	5.5384	-0.062
2129.90167848	1474053056.45	5.5386	-0.062
2130.11670425	1474053056.66	5.5386	-0.062
2130.31028827	1474053056.86	5.5386	-0.062
2130.49267621	1474053057.04	5.5389	-0.062
2130.65669635	1474053057.2	5.5389	-0.062
2130.80435061	1474053057.35	5.5389	-0.062
2130.9597196	1474053057.51	5.5394	-0.062
2131.16170597	1474053057.71	5.5394	-0.062
2131.30467374	1474053057.85	5.5394	-0.062
2131.48109852	1474053058.03	5.542	-0.062
2131.63532644	1474053058.18	5.542	-0.062
2131.79974031	1474053058.35	5.542	-0.062
2132.05620496	1474053058.6	5.5419	-0.062
2132.21988176	1474053058.77	5.5419	-0.062
2132.3817367	1474053058.93	5.5419	-0.062
2132.53276689	1474053059.08	5.5441	-0.062
2132.70472506	1474053059.25	5.5441	-0.062
2132.88277265	1474053059.43	5.5441	-0.062
2133.0828193	1474053059.63	5.5465	-0.062
2133.22579173	1474053059.77	5.5465	-0.062
2133.41803845	1474053059.96	5.5465	-0.062
2133.55878255	1474053060.1	5.5465	-0.062
2133.69882721	1474053060.24	5.5465	-0.062
2133.87084322	1474053060.42	5.5466	-0.062
2134.03030313	1474053060.58	5.5466	-0.062
2134.17083607	1474053060.72	5.5466	-0.062
2134.41086735	1474053060.96	5.5461	-0.062
2134.62680156	1474053061.17	5.5461	-0.062
2134.80793522	1474053061.35	5.5461	-0.062
2134.96084854	1474053061.51	5.5481	-0.062
2135.16867802	1474053061.71	5.5481	-0.062
2135.3581677	1474053061.9	5.5481	-0.062
2135.498858	1474053062.04	5.5486	-0.062
2135.68189998	1474053062.23	5.5486	-0.062
2135.82289319	1474053062.37	5.5486	-0.062
2136.0061227	1474053062.55	5.5506	-0.062
2136.15189727	1474053062.7	5.5506	-0.062
2136.30291876	1474053062.85	5.5506	-0.062
2136.50497168	1474053063.05	5.5506	-0.062
2136.69594671	1474053063.24	5.5502	-0.062
2136.8709247	1474053063.42	5.5502	-0.062
2137.0186054	1474053063.56	5.5519	-0.062
2137.19602104	1474053063.74	5.5519	-0.062
2137.35895578	1474053063.9	5.5519	-0.062
2137.49999191	1474053064.05	5.5519	-0.062
2137.7389745	1474053064.28	5.551	-0.062
2137.89893637	1474053064.44	5.551	-0.062
2138.04499799	1474053064.59	5.551	-0.062
2138.21700094	1474053064.76	5.5521	-0.062
2138.40277818	1474053064.95	5.5521	-0.062
2138.56998237	1474053065.12	5.5521	-0.062
2138.73802781	1474053065.28	5.5521	-0.062
2138.91673752	1474053065.46	5.5521	-0.062
2139.07201819	1474053065.62	5.5521	-0.062
2139.2320236	1474053065.78	5.5521	-0.062
2139.44005959	1474053065.98	5.556	-0.062
2139.59671208	1474053066.14	5.556	-0.062
2139.74605789	1474053066.29	5.556	-0.062
2139.89506502	1474053066.44	5.5556	-0.062
2140.08005387	1474053066.62	5.5556	-0.062
2140.22463543	1474053066.77	5.5556	-0.062
2140.39902625	1474053066.94	5.5568	-0.062
2140.55708417	1474053067.1	5.5568	-0.062
2140.69810195	1474053067.24	5.5568	-0.062
2140.92238937	1474053067.47	5.5589	-0.062
2141.08410343	1474053067.63	5.5589	-0.062
2141.23710102	1474053067.78	5.5589	-0.062
2141.44011588	1474053067.98	5.5589	-0.062
2141.60112458	1474053068.15	5.5579	-0.062
2141.74614715	1474053068.29	5.5579	-0.062
2141.89711545	1474053068.44	5.5579	-0.062
2142.07808522	1474053068.62	5.5594	-0.062
2142.26416911	1474053068.81	5.5594	-0.062
2142.42017223	1474053068.96	5.5594	-0.062
2142.56409727	1474053069.11	5.5594	-0.062
2142.748164	1474053069.29	5.5594	-0.062
2142.89515738	1474053069.44	5.5594	-0.062
2143.06817327	1474053069.61	5.5592	-0.062
2143.21425852	1474053069.76	5.5592	-0.062
2143.3852078	1474053069.93	5.5592	-0.062
2143.57719731	1474053070.12	5.562	-0.062
